total_gold_earned_0, 59227
total_gold_spent_0, 52925
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 4
total_kills_0, 33
total_deaths_0, 23
total_damage_dealt_to_champions_0, 83934
total_damage_dealt_to_objectives_0, 73799
total_damage_taken_0, 105823
average_vision_score_0, 24
total_wards_placed_0, 54
average_creep_score_0, 111
average_champion_experience_0, 14152
dmg_carry_0, 523
obj_carry_0, 523
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Seraphine
total_gold_earned_1, 49703
total_gold_spent_1, 47785
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 34
total_damage_dealt_to_champions_1, 77111
total_damage_dealt_to_objectives_1, 12919
total_damage_taken_1, 115139
average_vision_score_1, 18
total_wards_placed_1, 43
average_creep_score_1, 130
average_champion_experience_1, 12564
dmg_carry_1, 157
obj_carry_1, 157
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Nidalee
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
