total_gold_earned_0, 41788
total_gold_spent_0, 39435
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 22
total_damage_dealt_to_champions_0, 64378
total_damage_dealt_to_objectives_0, 16311
total_damage_taken_0, 108641
average_vision_score_0, 18
total_wards_placed_0, 42
average_creep_score_0, 89
average_champion_experience_0, 10459
dmg_carry_0, 84
obj_carry_0, 84
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Soraka
total_gold_earned_1, 49999
total_gold_spent_1, 44955
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 22
total_deaths_1, 18
total_damage_dealt_to_champions_1, 85975
total_damage_dealt_to_objectives_1, 68386
total_damage_taken_1, 96536
average_vision_score_1, 28
total_wards_placed_1, 51
average_creep_score_1, 96
average_champion_experience_1, 10769
dmg_carry_1, 110
obj_carry_1, 110
team_comp_1_champ_1, Shyvana
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
