total_gold_earned_0, 50140
total_gold_spent_0, 45758
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 31
total_deaths_0, 14
total_damage_dealt_to_champions_0, 68463
total_damage_dealt_to_objectives_0, 73271
total_damage_taken_0, 71874
average_vision_score_0, 19
total_wards_placed_0, 34
average_creep_score_0, 91
average_champion_experience_0, 11371
dmg_carry_0, 55
obj_carry_0, 55
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, Skarner
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Brand
total_gold_earned_1, 37459
total_gold_spent_1, 34225
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 31
total_damage_dealt_to_champions_1, 44004
total_damage_dealt_to_objectives_1, 7364
total_damage_taken_1, 84627
average_vision_score_1, 10
total_wards_placed_1, 32
average_creep_score_1, 87
average_champion_experience_1, 9543
dmg_carry_1, 45
obj_carry_1, 45
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Evelynn
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
