total_gold_earned_0, 69653
total_gold_spent_0, 62635
total_baron_kills_0, 2
total_dragon_kills_0, 5
total_inhibitor_kils_0, 6
total_kills_0, 23
total_deaths_0, 21
total_damage_dealt_to_champions_0, 95406
total_damage_dealt_to_objectives_0, 122228
total_damage_taken_0, 123257
average_vision_score_0, 45
total_wards_placed_0, 73
average_creep_score_0, 139
average_champion_experience_0, 16754
dmg_carry_0, 161
obj_carry_0, 161
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Velkoz
total_gold_earned_1, 58153
total_gold_spent_1, 56350
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 23
total_damage_dealt_to_champions_1, 83337
total_damage_dealt_to_objectives_1, 24698
total_damage_taken_1, 128672
average_vision_score_1, 28
total_wards_placed_1, 69
average_creep_score_1, 134
average_champion_experience_1, 15448
dmg_carry_1, 24
obj_carry_1, 24
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
