total_gold_earned_0, 38010
total_gold_spent_0, 32743
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 20
total_deaths_0, 19
total_damage_dealt_to_champions_0, 44983
total_damage_dealt_to_objectives_0, 43477
total_damage_taken_0, 71046
average_vision_score_0, 14
total_wards_placed_0, 32
average_creep_score_0, 74
average_champion_experience_0, 8180
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Soraka
total_gold_earned_1, 35385
total_gold_spent_1, 32010
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 20
total_damage_dealt_to_champions_1, 48703
total_damage_dealt_to_objectives_1, 18390
total_damage_taken_1, 62321
average_vision_score_1, 12
total_wards_placed_1, 27
average_creep_score_1, 76
average_champion_experience_1, 8416
dmg_carry_1, 202
obj_carry_1, 202
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Xerath
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
