total_gold_earned_0, 42497
total_gold_spent_0, 38765
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 51
total_damage_dealt_to_champions_0, 68746
total_damage_dealt_to_objectives_0, 8417
total_damage_taken_0, 123021
average_vision_score_0, 16
total_wards_placed_0, 39
average_creep_score_0, 84
average_champion_experience_0, 10499
dmg_carry_0, 32
obj_carry_0, 32
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 59172
total_gold_spent_1, 52875
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 51
total_deaths_1, 19
total_damage_dealt_to_champions_1, 100822
total_damage_dealt_to_objectives_1, 66451
total_damage_taken_1, 104268
average_vision_score_1, 19
total_wards_placed_1, 40
average_creep_score_1, 96
average_champion_experience_1, 13802
dmg_carry_1, 236
obj_carry_1, 236
team_comp_1_champ_1, Alistar
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Nautilus
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Vex
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
