total_gold_earned_0, 75263
total_gold_spent_0, 70955
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 48
total_deaths_0, 38
total_damage_dealt_to_champions_0, 108649
total_damage_dealt_to_objectives_0, 79844
total_damage_taken_0, 140221
average_vision_score_0, 34
total_wards_placed_0, 72
average_creep_score_0, 136
average_champion_experience_0, 17554
dmg_carry_0, 203
obj_carry_0, 203
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Pyke
total_gold_earned_1, 67338
total_gold_spent_1, 62750
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 38
total_deaths_1, 48
total_damage_dealt_to_champions_1, 112743
total_damage_dealt_to_objectives_1, 35683
total_damage_taken_1, 132410
average_vision_score_1, 34
total_wards_placed_1, 79
average_creep_score_1, 135
average_champion_experience_1, 16117
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Malzahar
team_comp_1_champ_2, Taliyah
team_comp_1_champ_3, Syndra
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
