total_gold_earned_0, 58338
total_gold_spent_0, 50135
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 28
total_deaths_0, 31
total_damage_dealt_to_champions_0, 80920
total_damage_dealt_to_objectives_0, 71223
total_damage_taken_0, 107139
average_vision_score_0, 18
total_wards_placed_0, 44
average_creep_score_0, 110
average_champion_experience_0, 13569
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Renata
total_gold_earned_1, 54039
total_gold_spent_1, 49725
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 31
total_deaths_1, 28
total_damage_dealt_to_champions_1, 82899
total_damage_dealt_to_objectives_1, 43763
total_damage_taken_1, 107583
average_vision_score_1, 23
total_wards_placed_1, 45
average_creep_score_1, 107
average_champion_experience_1, 12401
dmg_carry_1, 29
obj_carry_1, 29
team_comp_1_champ_1, Vayne
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Twitch
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
