total_gold_earned_0, 70998
total_gold_spent_0, 63610
total_baron_kills_0, 1
total_dragon_kills_0, 5
total_inhibitor_kils_0, 2
total_kills_0, 45
total_deaths_0, 36
total_damage_dealt_to_champions_0, 141137
total_damage_dealt_to_objectives_0, 78462
total_damage_taken_0, 160105
average_vision_score_0, 40
total_wards_placed_0, 80
average_creep_score_0, 116
average_champion_experience_0, 17056
dmg_carry_0, 29
obj_carry_0, 29
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Lux
total_gold_earned_1, 69924
total_gold_spent_1, 67925
total_baron_kills_1, 1
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 36
total_deaths_1, 45
total_damage_dealt_to_champions_1, 127165
total_damage_dealt_to_objectives_1, 50807
total_damage_taken_1, 168622
average_vision_score_1, 39
total_wards_placed_1, 82
average_creep_score_1, 124
average_champion_experience_1, 16532
dmg_carry_1, 104
obj_carry_1, 104
team_comp_1_champ_1, Trundle
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Veigar
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
