total_gold_earned_0, 55331
total_gold_spent_0, 52728
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 30
total_deaths_0, 37
total_damage_dealt_to_champions_0, 94335
total_damage_dealt_to_objectives_0, 47066
total_damage_taken_0, 122628
average_vision_score_0, 17
total_wards_placed_0, 40
average_creep_score_0, 110
average_champion_experience_0, 12278
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Trundle
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Rakan
total_gold_earned_1, 59403
total_gold_spent_1, 51975
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 37
total_deaths_1, 30
total_damage_dealt_to_champions_1, 93241
total_damage_dealt_to_objectives_1, 65006
total_damage_taken_1, 127110
average_vision_score_1, 26
total_wards_placed_1, 53
average_creep_score_1, 114
average_champion_experience_1, 14686
dmg_carry_1, 121
obj_carry_1, 121
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Nautilus
gameLengthMin, 29
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
