total_gold_earned_0, 60199
total_gold_spent_0, 59385
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 36
total_deaths_0, 55
total_damage_dealt_to_champions_0, 85965
total_damage_dealt_to_objectives_0, 29379
total_damage_taken_0, 154135
average_vision_score_0, 24
total_wards_placed_0, 58
average_creep_score_0, 104
average_champion_experience_0, 14219
dmg_carry_0, 240
obj_carry_0, 240
team_comp_0_champ_1, Kled
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Morgana
total_gold_earned_1, 70134
total_gold_spent_1, 66075
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 55
total_deaths_1, 37
total_damage_dealt_to_champions_1, 141752
total_damage_dealt_to_objectives_1, 71087
total_damage_taken_1, 149503
average_vision_score_1, 29
total_wards_placed_1, 53
average_creep_score_1, 108
average_champion_experience_1, 15867
dmg_carry_1, 18
obj_carry_1, 18
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Talon
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
