total_gold_earned_0, 56545
total_gold_spent_0, 46320
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 32
total_deaths_0, 24
total_damage_dealt_to_champions_0, 85114
total_damage_dealt_to_objectives_0, 70693
total_damage_taken_0, 84129
average_vision_score_0, 26
total_wards_placed_0, 66
average_creep_score_0, 96
average_champion_experience_0, 11606
dmg_carry_0, 24
obj_carry_0, 24
team_comp_0_champ_1, Jax
team_comp_0_champ_2, MonkeyKing
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Janna
total_gold_earned_1, 47017
total_gold_spent_1, 45350
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 32
total_damage_dealt_to_champions_1, 59629
total_damage_dealt_to_objectives_1, 22962
total_damage_taken_1, 104803
average_vision_score_1, 24
total_wards_placed_1, 35
average_creep_score_1, 105
average_champion_experience_1, 10417
dmg_carry_1, 75
obj_carry_1, 75
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Rammus
team_comp_1_champ_3, Galio
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
