total_gold_earned_0, 42403
total_gold_spent_0, 39800
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 23
total_deaths_0, 39
total_damage_dealt_to_champions_0, 59567
total_damage_dealt_to_objectives_0, 13475
total_damage_taken_0, 94911
average_vision_score_0, 24
total_wards_placed_0, 63
average_creep_score_0, 68
average_champion_experience_0, 9350
dmg_carry_0, 101
obj_carry_0, 101
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, XinZhao
team_comp_0_champ_3, Xerath
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Pyke
total_gold_earned_1, 55997
total_gold_spent_1, 46933
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 3
total_kills_1, 39
total_deaths_1, 23
total_damage_dealt_to_champions_1, 76909
total_damage_dealt_to_objectives_1, 59569
total_damage_taken_1, 81698
average_vision_score_1, 18
total_wards_placed_1, 39
average_creep_score_1, 100
average_champion_experience_1, 11626
dmg_carry_1, 11
obj_carry_1, 11
team_comp_1_champ_1, Darius
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
