total_gold_earned_0, 65860
total_gold_spent_0, 62185
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 37
total_deaths_0, 41
total_damage_dealt_to_champions_0, 111486
total_damage_dealt_to_objectives_0, 37674
total_damage_taken_0, 177993
average_vision_score_0, 42
total_wards_placed_0, 66
average_creep_score_0, 134
average_champion_experience_0, 16872
dmg_carry_0, 29
obj_carry_0, 29
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Brand
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Pyke
total_gold_earned_1, 71277
total_gold_spent_1, 64900
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 41
total_deaths_1, 37
total_damage_dealt_to_champions_1, 144475
total_damage_dealt_to_objectives_1, 91640
total_damage_taken_1, 146466
average_vision_score_1, 30
total_wards_placed_1, 66
average_creep_score_1, 136
average_champion_experience_1, 16358
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
