total_gold_earned_0, 63927
total_gold_spent_0, 55410
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 2
total_kills_0, 45
total_deaths_0, 31
total_damage_dealt_to_champions_0, 128927
total_damage_dealt_to_objectives_0, 44195
total_damage_taken_0, 148744
average_vision_score_0, 18
total_wards_placed_0, 40
average_creep_score_0, 128
average_champion_experience_0, 14797
dmg_carry_0, 112
obj_carry_0, 112
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Zyra
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Sona
total_gold_earned_1, 69805
total_gold_spent_1, 63308
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 31
total_deaths_1, 45
total_damage_dealt_to_champions_1, 128493
total_damage_dealt_to_objectives_1, 86235
total_damage_taken_1, 164911
average_vision_score_1, 22
total_wards_placed_1, 62
average_creep_score_1, 141
average_champion_experience_1, 16038
dmg_carry_1, 119
obj_carry_1, 119
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Jax
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Draven
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
