total_gold_earned_0, 66510
total_gold_spent_0, 61710
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 52
total_deaths_0, 39
total_damage_dealt_to_champions_0, 118894
total_damage_dealt_to_objectives_0, 74010
total_damage_taken_0, 142838
average_vision_score_0, 19
total_wards_placed_0, 40
average_creep_score_0, 115
average_champion_experience_0, 15919
dmg_carry_0, 131
obj_carry_0, 131
team_comp_0_champ_1, Sion
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Diana
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Ornn
total_gold_earned_1, 59570
total_gold_spent_1, 56550
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 39
total_deaths_1, 52
total_damage_dealt_to_champions_1, 119228
total_damage_dealt_to_objectives_1, 26474
total_damage_taken_1, 139688
average_vision_score_1, 26
total_wards_placed_1, 49
average_creep_score_1, 120
average_champion_experience_1, 14315
dmg_carry_1, 420
obj_carry_1, 420
team_comp_1_champ_1, Illaoi
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Akali
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
