total_gold_earned_0, 74063
total_gold_spent_0, 73325
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 42
total_deaths_0, 44
total_damage_dealt_to_champions_0, 135823
total_damage_dealt_to_objectives_0, 49044
total_damage_taken_0, 226794
average_vision_score_0, 22
total_wards_placed_0, 51
average_creep_score_0, 157
average_champion_experience_0, 19177
dmg_carry_0, 13
obj_carry_0, 13
team_comp_0_champ_1, Sion
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Ryze
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Brand
total_gold_earned_1, 82223
total_gold_spent_1, 74985
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 44
total_deaths_1, 42
total_damage_dealt_to_champions_1, 194641
total_damage_dealt_to_objectives_1, 78803
total_damage_taken_1, 172526
average_vision_score_1, 44
total_wards_placed_1, 88
average_creep_score_1, 156
average_champion_experience_1, 19605
dmg_carry_1, 110
obj_carry_1, 110
team_comp_1_champ_1, Irelia
team_comp_1_champ_2, Sejuani
team_comp_1_champ_3, Varus
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
