total_gold_earned_0, 54334
total_gold_spent_0, 47230
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 27
total_deaths_0, 17
total_damage_dealt_to_champions_0, 83171
total_damage_dealt_to_objectives_0, 82133
total_damage_taken_0, 82312
average_vision_score_0, 24
total_wards_placed_0, 56
average_creep_score_0, 115
average_champion_experience_0, 13209
dmg_carry_0, 9
obj_carry_0, 9
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Mordekaiser
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Nami
total_gold_earned_1, 45984
total_gold_spent_1, 42675
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 16
total_deaths_1, 27
total_damage_dealt_to_champions_1, 56079
total_damage_dealt_to_objectives_1, 29408
total_damage_taken_1, 114202
average_vision_score_1, 17
total_wards_placed_1, 31
average_creep_score_1, 99
average_champion_experience_1, 10461
dmg_carry_1, 245
obj_carry_1, 245
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
