total_gold_earned_0, 81769
total_gold_spent_0, 76340
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 47
total_deaths_0, 51
total_damage_dealt_to_champions_0, 182289
total_damage_dealt_to_objectives_0, 62136
total_damage_taken_0, 187907
average_vision_score_0, 36
total_wards_placed_0, 84
average_creep_score_0, 153
average_champion_experience_0, 19064
dmg_carry_0, 45
obj_carry_0, 45
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Garen
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Morgana
total_gold_earned_1, 91651
total_gold_spent_1, 81033
total_baron_kills_1, 2
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 51
total_deaths_1, 47
total_damage_dealt_to_champions_1, 153754
total_damage_dealt_to_objectives_1, 96516
total_damage_taken_1, 221243
average_vision_score_1, 42
total_wards_placed_1, 85
average_creep_score_1, 167
average_champion_experience_1, 23524
dmg_carry_1, 69
obj_carry_1, 69
team_comp_1_champ_1, Darius
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Pantheon
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
