total_gold_earned_0, 61088
total_gold_spent_0, 54300
total_baron_kills_0, 1
total_dragon_kills_0, 0
total_inhibitor_kils_0, 2
total_kills_0, 36
total_deaths_0, 32
total_damage_dealt_to_champions_0, 98182
total_damage_dealt_to_objectives_0, 45798
total_damage_taken_0, 134962
average_vision_score_0, 18
total_wards_placed_0, 50
average_creep_score_0, 112
average_champion_experience_0, 13555
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 57950
total_gold_spent_1, 53208
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 32
total_deaths_1, 37
total_damage_dealt_to_champions_1, 106463
total_damage_dealt_to_objectives_1, 69860
total_damage_taken_1, 125403
average_vision_score_1, 22
total_wards_placed_1, 46
average_creep_score_1, 107
average_champion_experience_1, 12767
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Twitch
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
