total_gold_earned_0, 67617
total_gold_spent_0, 64468
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 48
total_damage_dealt_to_champions_0, 95908
total_damage_dealt_to_objectives_0, 57682
total_damage_taken_0, 156978
average_vision_score_0, 30
total_wards_placed_0, 68
average_creep_score_0, 154
average_champion_experience_0, 14813
dmg_carry_0, 51
obj_carry_0, 51
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 71752
total_gold_spent_1, 65390
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 47
total_deaths_1, 28
total_damage_dealt_to_champions_1, 128859
total_damage_dealt_to_objectives_1, 66920
total_damage_taken_1, 119436
average_vision_score_1, 31
total_wards_placed_1, 73
average_creep_score_1, 128
average_champion_experience_1, 17401
dmg_carry_1, 421
obj_carry_1, 421
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, RekSai
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Bard
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
