total_gold_earned_0, 68055
total_gold_spent_0, 65750
total_baron_kills_0, 1
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 41
total_deaths_0, 40
total_damage_dealt_to_champions_0, 136316
total_damage_dealt_to_objectives_0, 42454
total_damage_taken_0, 160893
average_vision_score_0, 42
total_wards_placed_0, 81
average_creep_score_0, 135
average_champion_experience_0, 15866
dmg_carry_0, 82
obj_carry_0, 82
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Pyke
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Swain
total_gold_earned_1, 72832
total_gold_spent_1, 65675
total_baron_kills_1, 0
total_dragon_kills_1, 5
total_inhibitor_kils_1, 5
total_kills_1, 40
total_deaths_1, 41
total_damage_dealt_to_champions_1, 135280
total_damage_dealt_to_objectives_1, 101403
total_damage_taken_1, 170694
average_vision_score_1, 34
total_wards_placed_1, 83
average_creep_score_1, 133
average_champion_experience_1, 16545
dmg_carry_1, 36
obj_carry_1, 36
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
