total_gold_earned_0, 53285
total_gold_spent_0, 45325
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 45
total_deaths_0, 15
total_damage_dealt_to_champions_0, 86289
total_damage_dealt_to_objectives_0, 59392
total_damage_taken_0, 69693
average_vision_score_0, 16
total_wards_placed_0, 39
average_creep_score_0, 89
average_champion_experience_0, 10989
dmg_carry_0, 107
obj_carry_0, 107
team_comp_0_champ_1, Lillia
team_comp_0_champ_2, Rengar
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Lux
total_gold_earned_1, 34321
total_gold_spent_1, 33250
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 15
total_deaths_1, 45
total_damage_dealt_to_champions_1, 48858
total_damage_dealt_to_objectives_1, 2121
total_damage_taken_1, 101674
average_vision_score_1, 9
total_wards_placed_1, 21
average_creep_score_1, 82
average_champion_experience_1, 8587
dmg_carry_1, 141
obj_carry_1, 141
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
