total_gold_earned_0, 28847
total_gold_spent_0, 24150
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 31
total_damage_dealt_to_champions_0, 30738
total_damage_dealt_to_objectives_0, 12443
total_damage_taken_0, 68621
average_vision_score_0, 10
total_wards_placed_0, 20
average_creep_score_0, 48
average_champion_experience_0, 6011
dmg_carry_0, 82
obj_carry_0, 82
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Morgana
total_gold_earned_1, 44224
total_gold_spent_1, 37440
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 31
total_deaths_1, 13
total_damage_dealt_to_champions_1, 59312
total_damage_dealt_to_objectives_1, 43156
total_damage_taken_1, 58707
average_vision_score_1, 11
total_wards_placed_1, 28
average_creep_score_1, 81
average_champion_experience_1, 8570
dmg_carry_1, 36
obj_carry_1, 36
team_comp_1_champ_1, Katarina
team_comp_1_champ_2, Vi
team_comp_1_champ_3, DrMundo
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Lux
gameLengthMin, 19
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
