total_gold_earned_0, 72726
total_gold_spent_0, 65150
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 52
total_deaths_0, 31
total_damage_dealt_to_champions_0, 140475
total_damage_dealt_to_objectives_0, 98233
total_damage_taken_0, 130579
average_vision_score_0, 37
total_wards_placed_0, 60
average_creep_score_0, 114
average_champion_experience_0, 18365
dmg_carry_0, 54
obj_carry_0, 54
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nami
total_gold_earned_1, 64544
total_gold_spent_1, 60975
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 31
total_deaths_1, 52
total_damage_dealt_to_champions_1, 103490
total_damage_dealt_to_objectives_1, 37728
total_damage_taken_1, 168446
average_vision_score_1, 29
total_wards_placed_1, 67
average_creep_score_1, 127
average_champion_experience_1, 15738
dmg_carry_1, 55
obj_carry_1, 55
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
