total_gold_earned_0, 42306
total_gold_spent_0, 32935
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 23
total_deaths_0, 6
total_damage_dealt_to_champions_0, 53830
total_damage_dealt_to_objectives_0, 54339
total_damage_taken_0, 54499
average_vision_score_0, 12
total_wards_placed_0, 31
average_creep_score_0, 88
average_champion_experience_0, 9130
dmg_carry_0, 83
obj_carry_0, 83
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Velkoz
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Soraka
total_gold_earned_1, 28650
total_gold_spent_1, 26495
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 6
total_deaths_1, 23
total_damage_dealt_to_champions_1, 33780
total_damage_dealt_to_objectives_1, 16539
total_damage_taken_1, 71297
average_vision_score_1, 13
total_wards_placed_1, 26
average_creep_score_1, 73
average_champion_experience_1, 6686
dmg_carry_1, 114
obj_carry_1, 114
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
