total_gold_earned_0, 60939
total_gold_spent_0, 54235
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 35
total_deaths_0, 21
total_damage_dealt_to_champions_0, 92607
total_damage_dealt_to_objectives_0, 73891
total_damage_taken_0, 107905
average_vision_score_0, 25
total_wards_placed_0, 54
average_creep_score_0, 118
average_champion_experience_0, 13937
dmg_carry_0, 203
obj_carry_0, 203
team_comp_0_champ_1, Urgot
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nami
total_gold_earned_1, 47176
total_gold_spent_1, 44260
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 36
total_damage_dealt_to_champions_1, 77250
total_damage_dealt_to_objectives_1, 21923
total_damage_taken_1, 107762
average_vision_score_1, 19
total_wards_placed_1, 40
average_creep_score_1, 109
average_champion_experience_1, 10678
dmg_carry_1, 17
obj_carry_1, 17
team_comp_1_champ_1, Singed
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Teemo
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
