total_gold_earned_0, 83962
total_gold_spent_0, 83425
total_baron_kills_0, 1
total_dragon_kills_0, 5
total_inhibitor_kils_0, 2
total_kills_0, 40
total_deaths_0, 37
total_damage_dealt_to_champions_0, 212523
total_damage_dealt_to_objectives_0, 119090
total_damage_taken_0, 161646
average_vision_score_0, 48
total_wards_placed_0, 85
average_creep_score_0, 167
average_champion_experience_0, 20245
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Lux
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 82974
total_gold_spent_1, 77465
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 37
total_deaths_1, 40
total_damage_dealt_to_champions_1, 132630
total_damage_dealt_to_objectives_1, 69162
total_damage_taken_1, 244843
average_vision_score_1, 49
total_wards_placed_1, 76
average_creep_score_1, 171
average_champion_experience_1, 19911
dmg_carry_1, 38
obj_carry_1, 38
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
