total_gold_earned_0, 86990
total_gold_spent_0, 88655
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 32
total_deaths_0, 58
total_damage_dealt_to_champions_0, 192354
total_damage_dealt_to_objectives_0, 75818
total_damage_taken_0, 230346
average_vision_score_0, 31
total_wards_placed_0, 88
average_creep_score_0, 170
average_champion_experience_0, 22651
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Senna
total_gold_earned_1, 87702
total_gold_spent_1, 78075
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 58
total_deaths_1, 32
total_damage_dealt_to_champions_1, 184390
total_damage_dealt_to_objectives_1, 87256
total_damage_taken_1, 244978
average_vision_score_1, 44
total_wards_placed_1, 59
average_creep_score_1, 168
average_champion_experience_1, 22872
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
