total_gold_earned_0, 70325
total_gold_spent_0, 62465
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 51
total_deaths_0, 36
total_damage_dealt_to_champions_0, 122399
total_damage_dealt_to_objectives_0, 70520
total_damage_taken_0, 133878
average_vision_score_0, 35
total_wards_placed_0, 64
average_creep_score_0, 117
average_champion_experience_0, 15414
dmg_carry_0, 11
obj_carry_0, 11
team_comp_0_champ_1, Shen
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Pyke
total_gold_earned_1, 64804
total_gold_spent_1, 62740
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 36
total_deaths_1, 51
total_damage_dealt_to_champions_1, 109537
total_damage_dealt_to_objectives_1, 36152
total_damage_taken_1, 145977
average_vision_score_1, 29
total_wards_placed_1, 70
average_creep_score_1, 116
average_champion_experience_1, 13951
dmg_carry_1, 41
obj_carry_1, 41
team_comp_1_champ_1, Udyr
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Gangplank
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
