total_gold_earned_0, 71413
total_gold_spent_0, 60970
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 4
total_kills_0, 37
total_deaths_0, 26
total_damage_dealt_to_champions_0, 159403
total_damage_dealt_to_objectives_0, 47433
total_damage_taken_0, 125743
average_vision_score_0, 34
total_wards_placed_0, 62
average_creep_score_0, 141
average_champion_experience_0, 16802
dmg_carry_0, 101
obj_carry_0, 101
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Morgana
team_comp_0_champ_3, Xerath
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 62432
total_gold_spent_1, 61395
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 26
total_deaths_1, 37
total_damage_dealt_to_champions_1, 99612
total_damage_dealt_to_objectives_1, 55101
total_damage_taken_1, 182779
average_vision_score_1, 39
total_wards_placed_1, 67
average_creep_score_1, 130
average_champion_experience_1, 15352
dmg_carry_1, 78
obj_carry_1, 78
team_comp_1_champ_1, Graves
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Lux
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
