total_gold_earned_0, 57758
total_gold_spent_0, 56170
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 35
total_damage_dealt_to_champions_0, 76240
total_damage_dealt_to_objectives_0, 49412
total_damage_taken_0, 161520
average_vision_score_0, 27
total_wards_placed_0, 61
average_creep_score_0, 136
average_champion_experience_0, 13847
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Zac
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Thresh
total_gold_earned_1, 71785
total_gold_spent_1, 62070
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 35
total_deaths_1, 24
total_damage_dealt_to_champions_1, 130005
total_damage_dealt_to_objectives_1, 96395
total_damage_taken_1, 109882
average_vision_score_1, 36
total_wards_placed_1, 62
average_creep_score_1, 146
average_champion_experience_1, 17235
dmg_carry_1, 523
obj_carry_1, 523
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
