total_gold_earned_0, 54783
total_gold_spent_0, 47380
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 30
total_damage_dealt_to_champions_0, 82664
total_damage_dealt_to_objectives_0, 40082
total_damage_taken_0, 104472
average_vision_score_0, 18
total_wards_placed_0, 37
average_creep_score_0, 115
average_champion_experience_0, 12748
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Zac
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 50616
total_gold_spent_1, 47320
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 30
total_deaths_1, 26
total_damage_dealt_to_champions_1, 81939
total_damage_dealt_to_objectives_1, 48002
total_damage_taken_1, 107703
average_vision_score_1, 25
total_wards_placed_1, 67
average_creep_score_1, 101
average_champion_experience_1, 11860
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Morgana
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
