total_gold_earned_0, 43536
total_gold_spent_0, 41785
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 16
total_deaths_0, 38
total_damage_dealt_to_champions_0, 50981
total_damage_dealt_to_objectives_0, 21439
total_damage_taken_0, 109098
average_vision_score_0, 16
total_wards_placed_0, 40
average_creep_score_0, 110
average_champion_experience_0, 10878
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Thresh
total_gold_earned_1, 59101
total_gold_spent_1, 52945
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 38
total_deaths_1, 16
total_damage_dealt_to_champions_1, 86900
total_damage_dealt_to_objectives_1, 72497
total_damage_taken_1, 81117
average_vision_score_1, 18
total_wards_placed_1, 35
average_creep_score_1, 128
average_champion_experience_1, 14105
dmg_carry_1, 107
obj_carry_1, 107
team_comp_1_champ_1, Rengar
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, KogMaw
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
