total_gold_earned_0, 28569
total_gold_spent_0, 25780
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 9
total_deaths_0, 33
total_damage_dealt_to_champions_0, 37325
total_damage_dealt_to_objectives_0, 7912
total_damage_taken_0, 69970
average_vision_score_0, 7
total_wards_placed_0, 24
average_creep_score_0, 73
average_champion_experience_0, 7026
dmg_carry_0, 112
obj_carry_0, 112
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Kaisa
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Leona
total_gold_earned_1, 43568
total_gold_spent_1, 39410
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 32
total_deaths_1, 9
total_damage_dealt_to_champions_1, 56624
total_damage_dealt_to_objectives_1, 59695
total_damage_taken_1, 55833
average_vision_score_1, 14
total_wards_placed_1, 31
average_creep_score_1, 79
average_champion_experience_1, 8866
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
