total_gold_earned_0, 46005
total_gold_spent_0, 35370
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 2
total_kills_0, 30
total_deaths_0, 9
total_damage_dealt_to_champions_0, 55889
total_damage_dealt_to_objectives_0, 46038
total_damage_taken_0, 62352
average_vision_score_0, 19
total_wards_placed_0, 45
average_creep_score_0, 97
average_champion_experience_0, 9968
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Mordekaiser
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Lulu
total_gold_earned_1, 28844
total_gold_spent_1, 26393
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 9
total_deaths_1, 30
total_damage_dealt_to_champions_1, 32816
total_damage_dealt_to_objectives_1, 17047
total_damage_taken_1, 69026
average_vision_score_1, 12
total_wards_placed_1, 33
average_creep_score_1, 64
average_champion_experience_1, 6541
dmg_carry_1, 150
obj_carry_1, 150
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Twitch
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Gnar
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
