total_gold_earned_0, 69636
total_gold_spent_0, 57775
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 45
total_deaths_0, 29
total_damage_dealt_to_champions_0, 144450
total_damage_dealt_to_objectives_0, 75470
total_damage_taken_0, 150120
average_vision_score_0, 34
total_wards_placed_0, 67
average_creep_score_0, 115
average_champion_experience_0, 16663
dmg_carry_0, 236
obj_carry_0, 236
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Nilah
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nami
total_gold_earned_1, 60555
total_gold_spent_1, 57455
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 29
total_deaths_1, 46
total_damage_dealt_to_champions_1, 107515
total_damage_dealt_to_objectives_1, 55532
total_damage_taken_1, 179271
average_vision_score_1, 26
total_wards_placed_1, 52
average_creep_score_1, 121
average_champion_experience_1, 14292
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
