total_gold_earned_0, 48832
total_gold_spent_0, 41375
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 31
total_deaths_0, 23
total_damage_dealt_to_champions_0, 63383
total_damage_dealt_to_objectives_0, 37084
total_damage_taken_0, 91020
average_vision_score_0, 14
total_wards_placed_0, 30
average_creep_score_0, 79
average_champion_experience_0, 10974
dmg_carry_0, 223
obj_carry_0, 223
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Qiyana
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Bard
total_gold_earned_1, 42081
total_gold_spent_1, 37035
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 31
total_damage_dealt_to_champions_1, 67770
total_damage_dealt_to_objectives_1, 14965
total_damage_taken_1, 79085
average_vision_score_1, 13
total_wards_placed_1, 37
average_creep_score_1, 76
average_champion_experience_1, 9168
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Kindred
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
