total_gold_earned_0, 60203
total_gold_spent_0, 57210
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 44
total_deaths_0, 46
total_damage_dealt_to_champions_0, 128316
total_damage_dealt_to_objectives_0, 47336
total_damage_taken_0, 136761
average_vision_score_0, 28
total_wards_placed_0, 57
average_creep_score_0, 106
average_champion_experience_0, 13122
dmg_carry_0, 22
obj_carry_0, 22
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Ekko
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 71208
total_gold_spent_1, 61375
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 46
total_deaths_1, 45
total_damage_dealt_to_champions_1, 113768
total_damage_dealt_to_objectives_1, 81803
total_damage_taken_1, 167297
average_vision_score_1, 27
total_wards_placed_1, 52
average_creep_score_1, 124
average_champion_experience_1, 15846
dmg_carry_1, 114
obj_carry_1, 114
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Fiora
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Rell
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
