total_gold_earned_0, 81634
total_gold_spent_0, 74815
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 50
total_deaths_0, 59
total_damage_dealt_to_champions_0, 153490
total_damage_dealt_to_objectives_0, 66015
total_damage_taken_0, 185096
average_vision_score_0, 32
total_wards_placed_0, 63
average_creep_score_0, 137
average_champion_experience_0, 17413
dmg_carry_0, 17
obj_carry_0, 17
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 86389
total_gold_spent_1, 87975
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 59
total_deaths_1, 50
total_damage_dealt_to_champions_1, 156973
total_damage_dealt_to_objectives_1, 79021
total_damage_taken_1, 185328
average_vision_score_1, 37
total_wards_placed_1, 71
average_creep_score_1, 139
average_champion_experience_1, 20715
dmg_carry_1, 55
obj_carry_1, 55
team_comp_1_champ_1, Akali
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
