total_gold_earned_0, 84543
total_gold_spent_0, 74240
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 2
total_kills_0, 54
total_deaths_0, 45
total_damage_dealt_to_champions_0, 188625
total_damage_dealt_to_objectives_0, 65933
total_damage_taken_0, 209702
average_vision_score_0, 62
total_wards_placed_0, 121
average_creep_score_0, 154
average_champion_experience_0, 21081
dmg_carry_0, 161
obj_carry_0, 161
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Velkoz
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Janna
total_gold_earned_1, 81809
total_gold_spent_1, 82975
total_baron_kills_1, 0
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 45
total_deaths_1, 54
total_damage_dealt_to_champions_1, 179075
total_damage_dealt_to_objectives_1, 90262
total_damage_taken_1, 224610
average_vision_score_1, 45
total_wards_placed_1, 79
average_creep_score_1, 140
average_champion_experience_1, 18469
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Urgot
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Diana
team_comp_1_champ_4, Seraphine
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
