total_gold_earned_0, 50034
total_gold_spent_0, 46835
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 30
total_deaths_0, 18
total_damage_dealt_to_champions_0, 64730
total_damage_dealt_to_objectives_0, 66931
total_damage_taken_0, 81682
average_vision_score_0, 23
total_wards_placed_0, 50
average_creep_score_0, 88
average_champion_experience_0, 10418
dmg_carry_0, 166
obj_carry_0, 166
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, Jax
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Akshan
team_comp_0_champ_5, Braum
total_gold_earned_1, 40096
total_gold_spent_1, 39460
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 18
total_deaths_1, 30
total_damage_dealt_to_champions_1, 57300
total_damage_dealt_to_objectives_1, 13548
total_damage_taken_1, 75901
average_vision_score_1, 17
total_wards_placed_1, 41
average_creep_score_1, 94
average_champion_experience_1, 8173
dmg_carry_1, 92
obj_carry_1, 92
team_comp_1_champ_1, Riven
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Annie
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
