total_gold_earned_0, 60046
total_gold_spent_0, 57310
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 20
total_deaths_0, 33
total_damage_dealt_to_champions_0, 83970
total_damage_dealt_to_objectives_0, 23600
total_damage_taken_0, 132323
average_vision_score_0, 22
total_wards_placed_0, 55
average_creep_score_0, 143
average_champion_experience_0, 15352
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Jax
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Zyra
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 68731
total_gold_spent_1, 63180
total_baron_kills_1, 2
total_dragon_kills_1, 5
total_inhibitor_kils_1, 5
total_kills_1, 33
total_deaths_1, 20
total_damage_dealt_to_champions_1, 96270
total_damage_dealt_to_objectives_1, 110712
total_damage_taken_1, 118022
average_vision_score_1, 31
total_wards_placed_1, 69
average_creep_score_1, 112
average_champion_experience_1, 16690
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
