total_gold_earned_0, 39207
total_gold_spent_0, 35910
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 28
total_damage_dealt_to_champions_0, 54420
total_damage_dealt_to_objectives_0, 25667
total_damage_taken_0, 84269
average_vision_score_0, 19
total_wards_placed_0, 44
average_creep_score_0, 89
average_champion_experience_0, 8248
dmg_carry_0, 34
obj_carry_0, 34
team_comp_0_champ_1, Jax
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Anivia
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Nami
total_gold_earned_1, 46726
total_gold_spent_1, 40375
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 15
total_damage_dealt_to_champions_1, 66133
total_damage_dealt_to_objectives_1, 53817
total_damage_taken_1, 77580
average_vision_score_1, 26
total_wards_placed_1, 48
average_creep_score_1, 91
average_champion_experience_1, 11051
dmg_carry_1, 200
obj_carry_1, 200
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Neeko
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
