total_gold_earned_0, 55754
total_gold_spent_0, 44725
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 22
total_deaths_0, 11
total_damage_dealt_to_champions_0, 70245
total_damage_dealt_to_objectives_0, 90090
total_damage_taken_0, 85532
average_vision_score_0, 25
total_wards_placed_0, 48
average_creep_score_0, 124
average_champion_experience_0, 12673
dmg_carry_0, 23
obj_carry_0, 23
team_comp_0_champ_1, Yone
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Tryndamere
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Lux
total_gold_earned_1, 39887
total_gold_spent_1, 37875
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 22
total_damage_dealt_to_champions_1, 52608
total_damage_dealt_to_objectives_1, 34896
total_damage_taken_1, 90061
average_vision_score_1, 17
total_wards_placed_1, 50
average_creep_score_1, 111
average_champion_experience_1, 10247
dmg_carry_1, 17
obj_carry_1, 17
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Shyvana
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Sona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
