total_gold_earned_0, 52888
total_gold_spent_0, 50150
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 29
total_deaths_0, 37
total_damage_dealt_to_champions_0, 91950
total_damage_dealt_to_objectives_0, 22056
total_damage_taken_0, 144622
average_vision_score_0, 25
total_wards_placed_0, 56
average_creep_score_0, 102
average_champion_experience_0, 12430
dmg_carry_0, 161
obj_carry_0, 161
team_comp_0_champ_1, Camille
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Velkoz
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Soraka
total_gold_earned_1, 64170
total_gold_spent_1, 57050
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 37
total_deaths_1, 29
total_damage_dealt_to_champions_1, 126604
total_damage_dealt_to_objectives_1, 75059
total_damage_taken_1, 126681
average_vision_score_1, 28
total_wards_placed_1, 63
average_creep_score_1, 114
average_champion_experience_1, 14678
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
