total_gold_earned_0, 34731
total_gold_spent_0, 30385
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 19
total_damage_dealt_to_champions_0, 44425
total_damage_dealt_to_objectives_0, 9403
total_damage_taken_0, 64583
average_vision_score_0, 15
total_wards_placed_0, 36
average_creep_score_0, 76
average_champion_experience_0, 8972
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, MonkeyKing
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Zilean
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Morgana
total_gold_earned_1, 41733
total_gold_spent_1, 39395
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 19
total_deaths_1, 13
total_damage_dealt_to_champions_1, 48759
total_damage_dealt_to_objectives_1, 56723
total_damage_taken_1, 67741
average_vision_score_1, 19
total_wards_placed_1, 44
average_creep_score_1, 93
average_champion_experience_1, 9615
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Diana
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
