total_gold_earned_0, 26618
total_gold_spent_0, 23810
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 11
total_deaths_0, 28
total_damage_dealt_to_champions_0, 26007
total_damage_dealt_to_objectives_0, 14339
total_damage_taken_0, 50265
average_vision_score_0, 13
total_wards_placed_0, 29
average_creep_score_0, 59
average_champion_experience_0, 5537
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 39900
total_gold_spent_1, 29190
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 11
total_damage_dealt_to_champions_1, 36589
total_damage_dealt_to_objectives_1, 23884
total_damage_taken_1, 43616
average_vision_score_1, 9
total_wards_placed_1, 27
average_creep_score_1, 75
average_champion_experience_1, 7716
dmg_carry_1, 98
obj_carry_1, 98
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Tryndamere
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
