total_gold_earned_0, 69874
total_gold_spent_0, 62103
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 4
total_kills_0, 50
total_deaths_0, 30
total_damage_dealt_to_champions_0, 152254
total_damage_dealt_to_objectives_0, 77590
total_damage_taken_0, 171849
average_vision_score_0, 31
total_wards_placed_0, 65
average_creep_score_0, 114
average_champion_experience_0, 16503
dmg_carry_0, 105
obj_carry_0, 105
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Mordekaiser
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Soraka
total_gold_earned_1, 61311
total_gold_spent_1, 58733
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 30
total_deaths_1, 50
total_damage_dealt_to_champions_1, 124295
total_damage_dealt_to_objectives_1, 14607
total_damage_taken_1, 181405
average_vision_score_1, 31
total_wards_placed_1, 71
average_creep_score_1, 114
average_champion_experience_1, 15118
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Zed
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Darius
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
