total_gold_earned_0, 57897
total_gold_spent_0, 54300
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 40
total_deaths_0, 26
total_damage_dealt_to_champions_0, 77614
total_damage_dealt_to_objectives_0, 77665
total_damage_taken_0, 117696
average_vision_score_0, 21
total_wards_placed_0, 50
average_creep_score_0, 101
average_champion_experience_0, 13520
dmg_carry_0, 67
obj_carry_0, 67
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Hecarim
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Morgana
total_gold_earned_1, 47991
total_gold_spent_1, 43510
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 26
total_deaths_1, 40
total_damage_dealt_to_champions_1, 80254
total_damage_dealt_to_objectives_1, 10928
total_damage_taken_1, 94466
average_vision_score_1, 15
total_wards_placed_1, 34
average_creep_score_1, 88
average_champion_experience_1, 11759
dmg_carry_1, 112
obj_carry_1, 112
team_comp_1_champ_1, Viktor
team_comp_1_champ_2, Garen
team_comp_1_champ_3, Gangplank
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
