total_gold_earned_0, 51203
total_gold_spent_0, 49285
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 17
total_deaths_0, 44
total_damage_dealt_to_champions_0, 84449
total_damage_dealt_to_objectives_0, 19208
total_damage_taken_0, 107016
average_vision_score_0, 20
total_wards_placed_0, 68
average_creep_score_0, 115
average_champion_experience_0, 11250
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Lux
total_gold_earned_1, 62325
total_gold_spent_1, 51250
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 44
total_deaths_1, 17
total_damage_dealt_to_champions_1, 87844
total_damage_dealt_to_objectives_1, 73423
total_damage_taken_1, 118996
average_vision_score_1, 42
total_wards_placed_1, 86
average_creep_score_1, 120
average_champion_experience_1, 14265
dmg_carry_1, 234
obj_carry_1, 234
team_comp_1_champ_1, Swain
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
