total_gold_earned_0, 74719
total_gold_spent_0, 68785
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 56
total_deaths_0, 42
total_damage_dealt_to_champions_0, 145770
total_damage_dealt_to_objectives_0, 67605
total_damage_taken_0, 156650
average_vision_score_0, 20
total_wards_placed_0, 49
average_creep_score_0, 127
average_champion_experience_0, 18084
dmg_carry_0, 141
obj_carry_0, 141
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Brand
total_gold_earned_1, 61840
total_gold_spent_1, 59450
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 42
total_deaths_1, 56
total_damage_dealt_to_champions_1, 128862
total_damage_dealt_to_objectives_1, 52149
total_damage_taken_1, 169961
average_vision_score_1, 20
total_wards_placed_1, 47
average_creep_score_1, 101
average_champion_experience_1, 14717
dmg_carry_1, 143
obj_carry_1, 143
team_comp_1_champ_1, Sett
team_comp_1_champ_2, RekSai
team_comp_1_champ_3, Akali
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
