total_gold_earned_0, 57015
total_gold_spent_0, 48050
total_baron_kills_0, 2
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 26
total_deaths_0, 11
total_damage_dealt_to_champions_0, 79328
total_damage_dealt_to_objectives_0, 95306
total_damage_taken_0, 89309
average_vision_score_0, 26
total_wards_placed_0, 55
average_creep_score_0, 98
average_champion_experience_0, 13683
dmg_carry_0, 101
obj_carry_0, 101
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Xerath
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Karma
total_gold_earned_1, 43461
total_gold_spent_1, 41405
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 27
total_damage_dealt_to_champions_1, 58109
total_damage_dealt_to_objectives_1, 12333
total_damage_taken_1, 106803
average_vision_score_1, 20
total_wards_placed_1, 53
average_creep_score_1, 108
average_champion_experience_1, 10526
dmg_carry_1, 24
obj_carry_1, 24
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Veigar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
