total_gold_earned_0, 39897
total_gold_spent_0, 37750
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 6
total_deaths_0, 23
total_damage_dealt_to_champions_0, 48485
total_damage_dealt_to_objectives_0, 19141
total_damage_taken_0, 82813
average_vision_score_0, 18
total_wards_placed_0, 37
average_creep_score_0, 115
average_champion_experience_0, 10442
dmg_carry_0, 74
obj_carry_0, 74
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Rengar
team_comp_0_champ_3, Heimerdinger
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Brand
total_gold_earned_1, 50830
total_gold_spent_1, 42460
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 4
total_kills_1, 23
total_deaths_1, 6
total_damage_dealt_to_champions_1, 59615
total_damage_dealt_to_objectives_1, 62497
total_damage_taken_1, 75326
average_vision_score_1, 24
total_wards_placed_1, 64
average_creep_score_1, 114
average_champion_experience_1, 11691
dmg_carry_1, 429
obj_carry_1, 429
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Kalista
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
