total_gold_earned_0, 37550
total_gold_spent_0, 34785
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 14
total_deaths_0, 27
total_damage_dealt_to_champions_0, 55957
total_damage_dealt_to_objectives_0, 33655
total_damage_taken_0, 76959
average_vision_score_0, 14
total_wards_placed_0, 34
average_creep_score_0, 90
average_champion_experience_0, 9296
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Brand
total_gold_earned_1, 46117
total_gold_spent_1, 40108
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 14
total_damage_dealt_to_champions_1, 64170
total_damage_dealt_to_objectives_1, 57782
total_damage_taken_1, 78075
average_vision_score_1, 23
total_wards_placed_1, 48
average_creep_score_1, 93
average_champion_experience_1, 10483
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Rammus
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
