total_gold_earned_0, 61852
total_gold_spent_0, 52200
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 40
total_deaths_0, 20
total_damage_dealt_to_champions_0, 108884
total_damage_dealt_to_objectives_0, 49411
total_damage_taken_0, 110029
average_vision_score_0, 27
total_wards_placed_0, 56
average_creep_score_0, 132
average_champion_experience_0, 14576
dmg_carry_0, 67
obj_carry_0, 67
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Annie
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Zilean
total_gold_earned_1, 51600
total_gold_spent_1, 48385
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 20
total_deaths_1, 40
total_damage_dealt_to_champions_1, 87137
total_damage_dealt_to_objectives_1, 26585
total_damage_taken_1, 131273
average_vision_score_1, 22
total_wards_placed_1, 52
average_creep_score_1, 121
average_champion_experience_1, 11749
dmg_carry_1, 30
obj_carry_1, 30
team_comp_1_champ_1, Renekton
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Karthus
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Braum
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
