total_gold_earned_0, 41902
total_gold_spent_0, 38530
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 17
total_deaths_0, 25
total_damage_dealt_to_champions_0, 64657
total_damage_dealt_to_objectives_0, 14714
total_damage_taken_0, 77693
average_vision_score_0, 12
total_wards_placed_0, 34
average_creep_score_0, 104
average_champion_experience_0, 10356
dmg_carry_0, 30
obj_carry_0, 30
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Karthus
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Lux
total_gold_earned_1, 53015
total_gold_spent_1, 47225
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 3
total_kills_1, 25
total_deaths_1, 17
total_damage_dealt_to_champions_1, 56484
total_damage_dealt_to_objectives_1, 83354
total_damage_taken_1, 88266
average_vision_score_1, 17
total_wards_placed_1, 39
average_creep_score_1, 109
average_champion_experience_1, 12639
dmg_carry_1, 107
obj_carry_1, 107
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
