total_gold_earned_0, 30751
total_gold_spent_0, 25375
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 9
total_deaths_0, 24
total_damage_dealt_to_champions_0, 38614
total_damage_dealt_to_objectives_0, 27893
total_damage_taken_0, 59458
average_vision_score_0, 13
total_wards_placed_0, 30
average_creep_score_0, 62
average_champion_experience_0, 6726
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Camille
team_comp_0_champ_2, Sion
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Morgana
total_gold_earned_1, 39038
total_gold_spent_1, 36250
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 9
total_damage_dealt_to_champions_1, 49357
total_damage_dealt_to_objectives_1, 23683
total_damage_taken_1, 59264
average_vision_score_1, 17
total_wards_placed_1, 42
average_creep_score_1, 89
average_champion_experience_1, 8536
dmg_carry_1, 58
obj_carry_1, 58
team_comp_1_champ_1, Renekton
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
