total_gold_earned_0, 47392
total_gold_spent_0, 39075
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 24
total_deaths_0, 11
total_damage_dealt_to_champions_0, 58731
total_damage_dealt_to_objectives_0, 70173
total_damage_taken_0, 67656
average_vision_score_0, 21
total_wards_placed_0, 51
average_creep_score_0, 82
average_champion_experience_0, 10147
dmg_carry_0, 61
obj_carry_0, 61
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Orianna
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Nami
total_gold_earned_1, 35443
total_gold_spent_1, 32095
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 25
total_damage_dealt_to_champions_1, 45173
total_damage_dealt_to_objectives_1, 23415
total_damage_taken_1, 81717
average_vision_score_1, 17
total_wards_placed_1, 36
average_creep_score_1, 87
average_champion_experience_1, 8912
dmg_carry_1, 223
obj_carry_1, 223
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
