total_gold_earned_0, 59389
total_gold_spent_0, 51475
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 27
total_deaths_0, 11
total_damage_dealt_to_champions_0, 74787
total_damage_dealt_to_objectives_0, 85733
total_damage_taken_0, 103543
average_vision_score_0, 28
total_wards_placed_0, 48
average_creep_score_0, 118
average_champion_experience_0, 13002
dmg_carry_0, 119
obj_carry_0, 119
team_comp_0_champ_1, Jax
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Amumu
total_gold_earned_1, 42815
total_gold_spent_1, 40625
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 27
total_damage_dealt_to_champions_1, 59022
total_damage_dealt_to_objectives_1, 21282
total_damage_taken_1, 94418
average_vision_score_1, 16
total_wards_placed_1, 34
average_creep_score_1, 117
average_champion_experience_1, 10233
dmg_carry_1, 57
obj_carry_1, 57
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Talon
team_comp_1_champ_3, Kayle
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Maokai
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
