total_gold_earned_0, 5197
total_gold_spent_0, 2500
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 1
total_deaths_0, 1
total_damage_dealt_to_champions_0, 1681
total_damage_dealt_to_objectives_0, 108
total_damage_taken_0, 4042
average_vision_score_0, 0
total_wards_placed_0, 2
average_creep_score_0, 9
average_champion_experience_0, 721
dmg_carry_0, 145
obj_carry_0, 145
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Elise
team_comp_0_champ_3, Kled
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Sona
total_gold_earned_1, 5217
total_gold_spent_1, 2700
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 1
total_deaths_1, 1
total_damage_dealt_to_champions_1, 2371
total_damage_dealt_to_objectives_1, 852
total_damage_taken_1, 4354
average_vision_score_1, 0
total_wards_placed_1, 2
average_creep_score_1, 4
average_champion_experience_1, 637
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
