total_gold_earned_0, 54059
total_gold_spent_0, 46985
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 34
total_deaths_0, 15
total_damage_dealt_to_champions_0, 65021
total_damage_dealt_to_objectives_0, 62759
total_damage_taken_0, 87425
average_vision_score_0, 20
total_wards_placed_0, 31
average_creep_score_0, 95
average_champion_experience_0, 12426
dmg_carry_0, 84
obj_carry_0, 84
team_comp_0_champ_1, Akali
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Karma
total_gold_earned_1, 42240
total_gold_spent_1, 40035
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 34
total_damage_dealt_to_champions_1, 54036
total_damage_dealt_to_objectives_1, 32120
total_damage_taken_1, 82491
average_vision_score_1, 17
total_wards_placed_1, 46
average_creep_score_1, 99
average_champion_experience_1, 9725
dmg_carry_1, 96
obj_carry_1, 96
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
