total_gold_earned_0, 65562
total_gold_spent_0, 59325
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 44
total_deaths_0, 22
total_damage_dealt_to_champions_0, 109703
total_damage_dealt_to_objectives_0, 64865
total_damage_taken_0, 128555
average_vision_score_0, 26
total_wards_placed_0, 49
average_creep_score_0, 111
average_champion_experience_0, 14800
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Ryze
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Morgana
total_gold_earned_1, 50795
total_gold_spent_1, 50745
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 44
total_damage_dealt_to_champions_1, 96151
total_damage_dealt_to_objectives_1, 27939
total_damage_taken_1, 128453
average_vision_score_1, 25
total_wards_placed_1, 61
average_creep_score_1, 116
average_champion_experience_1, 11968
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Zoe
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
