total_gold_earned_0, 79246
total_gold_spent_0, 76755
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 0
total_kills_0, 38
total_deaths_0, 48
total_damage_dealt_to_champions_0, 171470
total_damage_dealt_to_objectives_0, 73103
total_damage_taken_0, 204489
average_vision_score_0, 51
total_wards_placed_0, 123
average_creep_score_0, 169
average_champion_experience_0, 19610
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Brand
total_gold_earned_1, 86635
total_gold_spent_1, 73700
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 4
total_kills_1, 48
total_deaths_1, 38
total_damage_dealt_to_champions_1, 171994
total_damage_dealt_to_objectives_1, 89837
total_damage_taken_1, 221640
average_vision_score_1, 47
total_wards_placed_1, 85
average_creep_score_1, 163
average_champion_experience_1, 21674
dmg_carry_1, 102
obj_carry_1, 102
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Shyvana
team_comp_1_champ_3, Riven
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
